,HotelName,Address,Originalprice,Amountpayable,Discount,Facilities,Ratings,Reviews,Roomquality,Location
417,OYO 91227 Arunachala Guest House,"India, Chennai·       6.7 km",1654.0,505.0,69.0, Reception  Geyser  Daily housekeeping  + 8 more,3.7,138.0,Good,chennai
418,Collection O 77368 Maruthi Residency,"Mogappair East, Chennai·       9.0 km",3937.0,1102.0,72.0, Private entrance  Reception  Free Wi-Fi  + 11 more,3.7,692.0,Good,chennai
419,OYO 91227 Arunachala Guest House,"India, Chennai·       6.7 km",1654.0,505.0,69.0, Reception  Geyser  Daily housekeeping  + 8 more,3.7,138.0,Good,chennai
420,SPOT ON 75475 Cn Guest House,"Opp TO Vijay Park, Arumbakkam, Chennai·       6.7 km",1374.0,385.0,71.0, TV  Queen Sized Bed  Queen Sized Bed  + 6 more,3.0,1431.0,Fair,chennai
421,OYO 76499 G Cloud,"Near Annaji Nagar, Mariamman Kovil Cross Street, Chennai·       9.9 km",2333.0,592.0,74.0, Free Wi-Fi  Caretaker  Geyser  + 9 more,3.6,1397.0,Good,chennai
422,Townhouse 1154 Mount Road Rich Mount,"Rich Mount, Ritchi Street, Anna Salai Chennai·       1.8 km",4207.0,1178.0,72.0, Reception  AC  TV  + 8 more,3.9,244.0,Good,chennai
423,OYO Home 78064 Bv Stayz,"Kolathur, Chennai·       7.8 km",1602.0,449.0,71.0, Free Wi-Fi  AC  TV  + 3 more,4.0,252.0,Very Good,chennai
424,SPOT ON 47779 Thirugnanasamandham Rooms,"Near GS Hospital, Kamarajar Salai, Chennai·       9.2 km",3802.0,238.0,93.0, Reception  CCTV cameras  Fire extinguisher  + 3 more,4.0,59.0,Very Good,chennai
425,OYO 73610 Home Tree Service Apartment,"Plot no 23/13, Sakthi krishna apartment, coats road , North usman street, T nagar, Chennai - 600017·       5.9 km",3787.0,1060.0,72.0, Hair Dryer  Parking facility  Reception  + 15 more,4.0,1112.0,Very Good,chennai
426,SPOT ON CHN1643 Grand Residency,"2nd Street, Chennai·       6.6 km",2181.0,611.0,71.0, TV  Parking facility  AC  + 15 more,3.4,829.0,Fair,chennai
427,OYO Townhouse 1067 Nandanam,"Near T Nagar Pondy Bazzar, 1st Ext Nandanam, Chennai·       6.7 km",7968.0,2231.0,72.0, Parking facility  Reception  Free Wi-Fi  + 12 more,4.4,663.0,Very Good,chennai
428,Collection O 14933 sunshine Residency,"Near Soorya Hospital, Saligramam, Chennai·       8.1 km",3801.0,1064.0,72.0, Elevator  Free Wi-Fi  Geyser  + 5 more,5.0,509.0,Fabulous,chennai
429,SPOT ON 80902 The Grand Guest House,"India, Chennai·       6.8 km",820.0,399.0,51.0, Reception  Daily housekeeping  Pet friendly  + 5 more,3.5,753.0,Good,chennai
430,SPOT ON 79677 Gm Guest House,"NO.1/42, Main Bazzar JJ Nagar, Mogappair East, Chennai-600037·       8.9 km",1647.0,461.0,72.0, TV  Reception  Free Wi-Fi  + 7 more,3.6,224.0,Good,chennai
431,OYO Townhouse 142 Vadapalani,"Arumbakkam(mmda Bustop), Chennai·       6.7 km",3605.0,1010.0,71.0, Private entrance  Parking facility  Reception  + 21 more,4.0,819.0,Very Good,chennai
432,SPOT ON 702365 New Golden Star Guest House,"Padi, Chennai·       8.7 km",1727.0,549.0,68.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.3,58.0,Fair,chennai
433,OYO 75927 Pride Hospitality,"Near GG fertility hosppital, Tirumurthy Nagar, Chennai·       4.0 km",5272.0,1476.0,72.0, Reception  Free Wi-Fi  AC  + 7 more,4.1,401.0,Very Good,chennai
434,OYO 77436 Mahalaxmi Park Hotel,"Nandanam, Chennai·       6.5 km",2424.0,672.0,72.0, Parking facility  Reception  Free Wi-Fi  + 13 more,3.3,243.0,Fair,chennai
435,SPOT ON 703382 Kvr Residency,"Sri Sakthi Nagar, Chennai·       6.6 km",1881.0,549.0,70.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,chennai
437,Flagship 93298 The Prince Park,"Ponniamman Koil Street, Chennai·       8.4 km",2271.0,636.0,71.0, Parking facility  Free Wi-Fi  Geyser  + 6 more,2.0,109.0,Fair,chennai
439,Flagship 701158 Jayam Residency Tiruvottiyur,"Tiruvottiyur Theradi Metro Station, Chennai.·       9.3 km",2128.0,699.0,67.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.7,30.0,Good,chennai
440,SPOT ON 703331 3 Star Guest House,"Chennai, Chennai·       9.3 km",1881.0,599.0,68.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,chennai
442,OYO Flagship 702478 Rex Mansion,"Andavar Nagar, Chennai·       6.4 km",3059.0,857.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.6,509.0,,chennai
443,OYO Home 78004 G-cloud,"Chennai, Chennai·       9.6 km",2590.0,702.0,72.0, Free Wi-Fi  AC  TV  + 2 more,4.2,1387.0,Very Good,chennai
444,OYO Townhouse 056 T Nagar Chennai,"Near tnagar bus stop, Parthasarathi Puram, Chennai·       5.8 km",6128.0,1716.0,72.0, Hair Dryer  Private entrance  Parking facility  + 9 more,4.0,3016.0,Very Good,chennai
445,OYO 79065 Gold Residency,"Dr, Singaravelu St, Pondy Bazaar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017·       5.8 km",3502.0,981.0,71.0, Hair Dryer  Reception  Security  + 13 more,3.5,543.0,Good,chennai
446,Flagship 86010 T.nagar,"Near Panagal Park T.Nagar, Chennai·       6.7 km",2397.0,839.0,65.0, Reception  Washing Machine  Power backup  + 51 more,3.8,977.0,Good,chennai
447,Capital O 9259 Madurai Alagar,"T Nagar Chennai, Chennai·       5.2 km",4135.0,1158.0,72.0, Free Wi-Fi  AC  TV  + 7 more,4.1,327.0,Very Good,chennai
448,OYO Townhouse 611 Anna Nagar Welcome Inn,"Anna Nagar Extn Behind Mmm Hospital, Chennai·       9.1 km",5485.0,1920.0,65.0, Reception  Cot  Public washroom  + 38 more,4.0,2935.0,Very Good,chennai
449,Collection O 67653 Bkr Grand Hotel,"Near Fathima Jewllery, T. Nagar, Chennai·       6.6 km",3364.0,942.0,72.0, AC ,3.5,780.0,Good,chennai
450,SPOT ON 804499 Karpagam Guest House ,"mogapair east, Chennai·       9.0 km",1588.0,445.0,71.0, AC  TV ,3.6,509.0,,chennai
451,Collection O 13006 Pleasant Stays,"Near Arumbakkam Metro, Koyambedu, Chennai·       6.8 km",4534.0,1270.0,71.0, TV ,4.0,41.0,Very Good,chennai
452,Collection O 81917 Value Home Service,"Chennai District, Chennai·       9.5 km",4011.0,1123.0,72.0, Elevator  Free Wi-Fi  Power backup  + 7 more,3.7,919.0,Good,chennai
453,OYO Flagship 702469 Prince Park 2,"Velayutham Colony, Chennai·       8.4 km",2674.0,749.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.6,509.0,,chennai
454,OYO Townhouse 1129 Green City,"Near to chennai central station, Marina beach, Egmore, Chennai·       0.6 km",4315.0,3021.0,29.0, Power backup  Card payment  TV  + 4 more,4.2,41.0,Very Good,chennai
455,Flagship 36726 Chellam Residency,"Near Arumbakkam Megamart, Sai Chellam Complex, Chennai·       6.8 km",1855.0,899.0,51.0, Reception  Power backup  Security  + 28 more,3.9,403.0,Good,chennai
456,OYO 15148 Sky Pix,"Near Jaya TV, Defence Colony, Chennai·       9.6 km",3269.0,916.0,71.0, Hair Dryer  Parking facility  Free Wi-Fi  + 12 more,3.6,533.0,Good,chennai
457,Collection O 77368 Maruthi Residency,"Mogappair East, Chennai·       9.0 km",3937.0,1102.0,72.0, Private entrance  Reception  Free Wi-Fi  + 11 more,3.7,692.0,Good,chennai
459,OYO Townhouse 834 Jp Paradise,"Anna Avenue,Rathnapuri Layout, Koyambedu, Chennai·       7.6 km",3177.0,1112.0,65.0, Parking facility  Reception  Free Wi-Fi  + 9 more,3.9,542.0,Good,chennai
460,Flagship 75096 Kishore Inn,"Koyambedu, Chennai·       7.7 km",3548.0,1242.0,64.0, Parking facility  Free Wi-Fi  Power backup  + 6 more,3.7,1199.0,Good,chennai
462,OYO 4324 Hotel Emerald Manor,"Near CMBT & Arumbakkam Metro Station, Chennai·       6.7 km",3328.0,1299.0,60.0, Private entrance  Parking facility  Reception  + 21 more,3.5,288.0,Good,chennai
464,SPOT ON 77468 Kunkumam Residency,"Triplicane, Chennai·       2.3 km",3674.5,1063.0,71.0, AC  TV  Private entrance  + 13 more,4.3,563.0,Very Good,chennai
466,SPOT ON 67567 Central Inn,"Chennai, Chennai·       0.1 km",3674.5,1063.0,71.0, TV  Private entrance  Parking facility  + 14 more,3.6,2058.0,Good,chennai
467,OYO Townhouse 1116 Kinglive Stays,"Tamilnadu, Chennai·       3.2 km",3674.5,1063.0,71.0, Reception  AC  Security  + 12 more,4.5,102.0,Excellent,chennai
468,OYO 5208 The Park View Inn 472,"Near Madras Veterinary College, Chennai·       1.2 km",3674.5,1063.0,71.0, Hair Dryer  Parking facility  Reception  + 19 more,3.7,1092.0,Good,chennai
469,OYO 39935 Elite Residency,"Near Central Railway Station, Park Town, Chennai·       0.2 km",3674.5,1063.0,71.0, Hair Dryer  Reception  Card payment  + 19 more,3.6,700.0,Good,chennai
470,Flagship 73611 Home Tree Service Apartment,"Near Bougainvillea park, Anna Nagar, Chennai·       5.1 km",3674.5,1063.0,71.0, Private entrance  Parking facility  Reception  + 15 more,4.4,1032.0,Very Good,chennai
471,OYO Townhouse 850 The Redfox Hotels,"Near US Consult, Gemini Bridge, Nungambakkam, Chennai·       5.0 km",3674.5,1063.0,71.0, Reception  Power backup  Security  + 36 more,4.5,1271.0,Excellent,chennai
472,OYO Townhouse 1006 Hotel Le Palais,"Nallamuthu Street Corner Chennai, Chennai·       2.4 km",3674.5,1063.0,71.0, Parking facility  Free Wi-Fi  Geyser  + 9 more,4.2,954.0,Very Good,chennai
473,OYO Townhouse 1080 Chennai Central,"Near To Rippon Building, Chennai·       0.3 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 18 more,3.4,428.0,Fair,chennai
474,SPOT ON 701334 Shappy Inn Koyambedu,"Behind Koyambedu Market and Bus Teminal, Chennai·       9.2 km",3674.5,1063.0,71.0, AC  TV ,3.9,95.0,Good,chennai
475,OYO 47947 Jayam Residency,"Elango Nagar, Virugambakkam, Chennai·       9.1 km",3674.5,1063.0,71.0, Parking facility  Daily housekeeping  CCTV cameras  + 7 more,3.7,164.0,Good,chennai
477,SPOT ON 61091 Hotel Silver Palace Dx,"Near RK ASHRAM METRO STATION, Pahar Ganj, Delhi·       5.0 km",2231.0,625.0,71.0, Reception  Queen Sized Bed  TV  + 6 more,4.4,4292.0,Very Good,delhi
478,OYO 74945 Shri Sai Guest House,"Near Adarsh Nagar Metro, Azadpur, Delhi·       5.5 km",1631.0,457.0,71.0, Hair Dryer  Reception  Free Wi-Fi  + 14 more,3.1,386.0,Fair,delhi
479,OYO Townhouse 610 Derawal Nagar,"Near Vinayak Hoptiat, Gujranwala Town, Delhi·       3.4 km",6125.0,2144.0,65.0, Private entrance  Reception  Free Wi-Fi  + 11 more,4.9,2743.0,Fabulous,delhi
480,Collection O 77161 Shalimar Bagh,"Shalimar Village, Delhi·       7.5 km",2175.0,609.0,72.0, Free Wi-Fi  AC  TV ,3.7,2683.0,Good,delhi
482,OYO 91580 The Chill Palace,"North West Delhi, Delhi·       8.2 km",1941.0,649.0,66.0, Reception  Free Wi-Fi  Security  + 12 more,4.2,498.0,Very Good,delhi
483,OYO 49587 Hotel Sai,"A Block - 19, Azadpur, New Delhi 110033·       5.5 km",1459.0,409.0,71.0, Reception  Power backup  Refrigerator  + 14 more,3.5,379.0,Good,delhi
484,Flagship 80575 Kashish Residency,"Ashok Vihar-3, Delhi·       3.9 km",2391.0,731.0,69.0, Private entrance  Reception  Power backup  + 26 more,3.3,787.0,Fair,delhi
485,OYO Flagship 85224 Royal Paradise,"C 7 Kailash Park Moti Nagar, Delhi·       8.8 km",2619.0,699.0,73.0, Parking facility  Reception  Public washroom  + 14 more,3.2,491.0,Fair,delhi
486,Flagship 701115 King Stay,"Block N, Delhi·       8.6 km",2595.0,727.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,4.1,101.0,Very Good,delhi
487,OYO 471 Sehej Continental,"Db Gupta Road Karolbagh, Delhi·       4.7 km",4474.0,1199.0,73.0, AC  AC  TV  + 3 more,3.9,2035.0,Good,delhi
488,OYO 12519 Hotel Sun Palace,"Karol Bagh, Delhi·       4.9 km",5558.0,999.0,82.0, Free Wi-Fi  Power backup  Card payment  + 16 more,3.7,1131.0,Good,delhi
489,OYO 93550 Season''s Grand,"Near Pitampura Metro Station, Delhi·       8.6 km",2093.0,584.0,72.0, Parking facility  Elevator  Free Wi-Fi  + 9 more,2.9,30.0,Fair,delhi
490,Flagship 76704 The Mayur Hotel,"Tri Nagar, Delhi·       6.6 km",1631.0,457.0,71.0, Reception  Free Wi-Fi  Power backup  + 8 more,3.4,1395.0,Fair,delhi
491,OYO 91776 Hotel Kl Khari Inn,"North West Delhi, Delhi·       8.6 km",1736.0,599.0,65.0, Reception  Free Wi-Fi  Power backup  + 13 more,4.3,656.0,Very Good,delhi
492,OYO Townhouse 057 Gujranwala Town,"Near Azadpur Metro Station, Delhi·       4.0 km",2394.0,838.0,65.0, Hair Dryer  AC  TV  + 6 more,2.9,22.0,Fair,delhi
493,OYO Townhouse 573 Brostay Patel Nagar,"West Delhi, Delhi·       7.1 km",4452.0,1247.0,71.0, Parking facility  Reception  Free Wi-Fi  + 21 more,3.1,626.0,Fair,delhi
494,Collection O 81901 Model Town Metro View,"Near Model Town Metro Station, Delhi·       2.8 km",4299.0,1505.0,64.0, AC  TV  Attached bathroom ,4.0,1213.0,Very Good,delhi
495,OYO 5411 Hotel City Castle,"Near Karol Bagh, Nai Walan, Delhi·       5.0 km",4105.0,1150.0,71.0, Elevator  Free Wi-Fi  Geyser  + 5 more,3.9,2098.0,Good,delhi
496,OYO 90747 Dream Palace,"Delhi, Delhi·       8.4 km",2568.0,719.0,72.0, Reception  Power backup  24/7 check-in  + 10 more,2.4,221.0,Fair,delhi
497,Collection O 77161 Shalimar Bagh,"Shalimar Village, Delhi·       7.5 km",2175.0,609.0,72.0, Free Wi-Fi  AC  TV ,3.7,2683.0,Good,delhi
498,OYO Townhouse 610 Derawal Nagar,"Near Vinayak Hoptiat, Gujranwala Town, Delhi·       3.4 km",6125.0,2144.0,65.0, Private entrance  Reception  Free Wi-Fi  + 11 more,4.9,2743.0,Fabulous,delhi
499,OYO 471 Sehej Continental,"Db Gupta Road Karolbagh, Delhi·       4.7 km",4474.0,1199.0,73.0, AC  AC  TV  + 3 more,3.9,2035.0,Good,delhi
500,OYO 8265 The Olive Inn,"Near Karol Bagh, Channa Market, Delhi·       5.8 km",3988.0,1117.0,71.0, Elevator  Free Wi-Fi  Geyser  + 8 more,4.3,1269.0,Very Good,delhi
501,SPOT ON 40016 Hotel Vandana,"Near New Delhi Railway Station, Delhi·       4.6 km",3391.0,950.0,71.0, AC  Parking facility  Free Wi-Fi  + 10 more,3.5,705.0,Good,delhi
502,OYO 92111 Helooeesh Rooms,"Mandoli Extension, Delhi·       9.9 km",1791.0,559.0,68.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.7,41.0,Good,delhi
503,OYO Flagship 85224 Royal Paradise,"C 7 Kailash Park Moti Nagar, Delhi·       8.8 km",2619.0,699.0,73.0, Parking facility  Reception  Public washroom  + 14 more,3.2,491.0,Fair,delhi
504,OYO Flagship 702975 Royal Palace Guest House,"timarpur truck parking Delhi, Delhi·       2.5 km",1668.0,453.0,72.0, Geyser  Power backup  AC  + 2 more,2.8,18.0,Fair,delhi
505,OYO Flagship 703673 Padam Residency,"Shakarpur Khas Near Inferno Gym  Block U, Delhi·       8.5 km",2008.0,562.0,72.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,delhi
506,OYO Flagship 81038 Hotel Plaza,"East Delhinull, Delhi·       7.4 km",2240.0,445.0,80.0, Doctor on call  Reception  Public washroom  + 13 more,3.3,56.0,Fair,delhi
507,Flagship 80101 Mohit Plaza,"Karate Wali Gali Haiderpur, Delhi·       8.2 km",2534.0,454.0,82.0, AC  TV ,3.5,219.0,Good,delhi
508,OYO Flagship IAE 522 Hotel Cozzy Homes Stay,"Raje der nagar, Delhi·       6.7 km",2109.0,591.0,71.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
509,OYO 6467 Kochar Plaza,"Near Liberty Cinema, New Rohtak Rd, Delhi·       4.5 km",5045.0,1766.0,65.0, Parking facility  Free Wi-Fi  Power backup  + 16 more,4.0,922.0,Very Good,delhi
510,OYO Flagship 703376 Mk Residency,"Wazirabad Extension near divine hospital Delhi India, Delhi·       6.5 km",1774.0,497.0,71.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,delhi
511,OYO 82283 Hotel Royal City,"Near Ansari Chicken, Delhi·       4.5 km",3905.0,949.0,75.0, Reception  Ticket tour assistance  Caretaker  + 28 more,3.7,204.0,Good,delhi
512,Collection O 8479 Hotel Ambience,"Near New Delhi Railway Station, Delhi·       5.3 km",4311.0,1207.0,72.0, Parking facility  Free Wi-Fi  Power backup  + 6 more,3.1,874.0,Fair,delhi
513,OYO Flagship 69984 Royal Inn,"Near Vikas Mall, Shahdara, Delhi·       6.6 km",1899.0,548.0,71.0, Private entrance  Parking facility  Reception  + 17 more,3.4,183.0,Fair,delhi
514,OYO 702339 Hotel Grand Neelam,"20/23 Arkashan Road Near Main bazar, Delhi·       4.5 km",2008.0,562.0,72.0, Elevator  Free Wi-Fi  Geyser  + 9 more,1.9,42.0,Fair,delhi
515,OYO 702033 Kl Khari,"industrial area, Delhi·       6.7 km",1588.0,500.0,68.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,4.3,25.0,Very Good,delhi
516,OYO Flagship 703703 Silver Inn,"Tulsi Nagar, Delhi·       6.6 km",2202.0,599.0,72.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,delhi
517,OYO 86525 Hotel Crown Continental,"11005, Delhi·       4.3 km",3947.0,999.0,74.0, Reception  Geyser  AC  + 8 more,3.1,83.0,Fair,delhi
518,Flagship 81452 Du Rooms,"Central Delhi, Delhi·       1.8 km",3508.0,982.0,72.0, Free Wi-Fi  CCTV cameras  24/7 check-in  + 3 more,3.4,345.0,Fair,delhi
519,OYO 15835 Hotel City Palace,"Near New Delhi Railway Station, Delhi·       4.6 km",2254.0,580.0,74.0, Free Wi-Fi  Power backup  AC  + 6 more,3.5,496.0,Good,delhi
520,Capital O 24677 Tashkent,"Paharganj, Delhi·       4.9 km",3918.0,1199.0,69.0, Free Wi-Fi  Power backup  TV  + 14 more,3.0,1097.0,Fair,delhi
521,OYO 37557 Hotel Hridey Inn,"Near New Delhi Railway Station, Delhi·       5.2 km",2257.0,799.0,64.0, Reception  Free Wi-Fi  Power backup  + 16 more,2.6,61.0,Fair,delhi
522,OYO 76742 Snow White Inn,"Chuna Mandi, Delhi·       5.0 km",2314.0,699.0,69.0, Reception  Free Wi-Fi  Power backup  + 8 more,4.1,10.0,Very Good,delhi
523,OYO Townhouse 573 Brostay Patel Nagar,"West Delhi, Delhi·       7.1 km",4452.0,1247.0,71.0, Parking facility  Reception  Free Wi-Fi  + 21 more,3.1,626.0,Fair,delhi
524,OYO Flagship 701879 Hotel Kabila,"karolbagh, Delhi·       5.0 km",1967.0,599.0,69.0, Elevator  Free Wi-Fi  Geyser  + 6 more,4.3,152.0,Very Good,delhi
525,Flagship 80575 Kashish Residency,"Ashok Vihar-3, Delhi·       3.9 km",2391.0,731.0,69.0, Private entrance  Reception  Power backup  + 26 more,3.3,787.0,Fair,delhi
526,OYO 13027 Shri Hari Kunj,"Oppsite Kamala Karan Gas Agency, Delhi·       9.3 km",2254.0,449.0,80.0, Parking facility  Free Wi-Fi  Power backup  + 15 more,2.9,373.0,Fair,delhi
527,OYO 88209 Hotel Signature View,"Seelam Pur Tehsil, Delhi·       4.1 km",2699.0,756.0,71.0, Hair Dryer  Reception  Ticket tour assistance  + 14 more,2.8,47.0,Fair,delhi
528,OYO 5434 Hotel Delhi Delight,"Near Sarai Rohilla Railway Station, Delhi·       4.5 km",3285.0,999.0,69.0, Free Wi-Fi  Geyser  Power backup  + 7 more,2.8,621.0,Fair,delhi
529,OYO 69987 The Cozy Inn,"Near Haiderpur Metro Station, Auchandi Road, Delhi·       9.6 km",2314.0,600.0,74.0, Reception  Free Wi-Fi  CCTV cameras  + 6 more,3.4,615.0,Fair,delhi
530,SPOT ON 75351 Hotel Moon Palace Dx,"Near R.K. ASHRAM MARG METRO STATION, Pahar Ganj, Delhi·       5.0 km",3391.0,999.0,70.0, TV ,3.5,1256.0,Good,delhi
531,OYO 77739 Delhi University Stayz,"Delhi University Metro Station, Delhi·       1.6 km",3237.0,899.0,72.0, Ticket tour assistance  Caretaker  Luggage assistance  + 12 more,3.1,230.0,Fair,delhi
532,OYO 90747 Dream Palace,"Delhi, Delhi·       8.4 km",2568.0,719.0,72.0, Reception  Power backup  24/7 check-in  + 10 more,2.4,221.0,Fair,delhi
533,OYO Home 701565 Hotel Red Heart 2.0,"Burari, Delhi·       9.4 km",2114.0,592.0,72.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,4.2,17.0,Very Good,delhi
534,OYO 22394 Club Residency,"Near Rajouri Garden, Bali Nagar, Delhi·       9.6 km",3459.0,969.0,71.0, Seating area  AC  TV  + 7 more,4.4,99.0,Very Good,delhi
535,Collection O 81901 Model Town Metro View,"Near Model Town Metro Station, Delhi·       2.8 km",4299.0,1505.0,64.0, AC  TV  Attached bathroom ,4.0,1213.0,Very Good,delhi
536,OYO 68163 Hotel Chandrika Inn,"Near Delite Cinema, Asaf Ali Road, New Delhi·       5.3 km",2625.0,735.0,72.0, Geyser  AC  TV  + 9 more,3.3,106.0,Fair,delhi
537,OYO 2984 Hotel Sun City,"Near Karol Bagh, Channa Market, Delhi·       5.7 km",3208.0,1199.0,62.0, Free Wi-Fi  Power backup  Card payment  + 10 more,3.2,1300.0,Fair,delhi
538,OYO 90059 Hotel Silver Stone,"Near P n b Bank, Delhi·       6.7 km",2161.0,605.0,72.0, Reception  Free Wi-Fi  Power backup  + 10 more,3.3,83.0,Fair,delhi
539,Flagship 78740 Tushika Residency,"North West Delhi, Delhi·       8.2 km",2353.0,658.0,72.0, Doctor on call  Reception  Designated smoking area  + 14 more,2.8,244.0,Fair,delhi
540,OYO 84491 Blue Diamond,"Opp. Metro Pillar No. 102, Near Sai Baba Mandir, Adarsh Nagar, Delhi·       6.6 km",2722.0,762.0,72.0, Hair Dryer  Reception  Ticket tour assistance  + 19 more,3.6,530.0,Good,delhi
541,OYO 69443 Vision Rooms,"Near Jharoda Majra Burari, Wazirabad, Delhi·       4.4 km",7839.0,899.0,88.0, AC  TV  AC  + 1 more,3.9,122.0,Good,delhi
542,OYO 90025 Pari Residency,"New Delhi, Delhi·       9.9 km",2371.0,664.0,71.0, AC  AC  TV  + 1 more,3.3,103.0,Fair,delhi
544,OYO Flagship 703789 Hotel New Singh,"Delhi , Delhi·       6.4 km",2705.0,758.0,71.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,delhi
545,Flagship 701115 King Stay,"Block N, Delhi·       8.6 km",2595.0,727.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,4.1,101.0,Very Good,delhi
546,Flagship 76903 Rs Hotels,"Shiva Market, Delhi·       9.0 km",2944.0,824.0,72.0, Private entrance  Reception  Free Wi-Fi  + 12 more,3.3,344.0,Fair,delhi
547,OYO 74596 Dream Town,"Shahdara, Delhi·       7.2 km",5504.0,1541.0,72.0, Free Wi-Fi  AC  TV  + 1 more,3.3,1076.0,Fair,delhi
548,OYO Flagship 701928 Hotel V K Stay,"Arya Nagar Aarakashan road, Delhi·       4.6 km",4017.0,1125.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,4.1,136.0,Very Good,delhi
549,OYO Flagship 703006 Hotel Mid- Town,"Delhi, Delhi·       2.3 km",2629.0,599.0,77.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
550,OYO 86633 Hotel Sp,"New Delhi, Delhi·       4.6 km",3348.0,999.0,70.0, Elevator  Free Wi-Fi  Geyser  + 6 more,2.7,145.0,Fair,delhi
551,OYO 81119 Hotel Prince,"Haiderpur Village, Delhi·       8.6 km",1659.0,899.0,45.0, Reception  Ticket tour assistance  Caretaker  + 22 more,4.0,330.0,Very Good,delhi
552,OYO 3394 Hotel Centra Inn,"Near RK ASHRAM MARG METRO STATION, Chuna Mandi, Delhi·       5.0 km",3815.0,1068.0,72.0, Reception  Free Wi-Fi  Power backup  + 10 more,3.4,433.0,Fair,delhi
553,OYO 5411 Hotel City Castle,"Near Karol Bagh, Nai Walan, Delhi·       5.0 km",4105.0,1150.0,71.0, Elevator  Free Wi-Fi  Geyser  + 5 more,3.9,2098.0,Good,delhi
554,Capital O 79569 Mannat,"Above Fab Story, Delhi·       6.0 km",2668.0,1027.0,61.0, Reception  Free Wi-Fi  Security  + 11 more,2.7,720.0,Fair,delhi
555,OYO 46183 New Tech India,"Near Jhandewalan, Nai Walan, Delhi·       4.9 km",4108.0,1150.0,72.0, Reception  Free Wi-Fi  Power backup  + 16 more,3.5,762.0,Good,delhi
556,OYO 76766 Hotel Dream Palace,"Jagat Puri, Delhi·       8.3 km",3455.0,968.0,71.0, Reception  Caretaker  CCTV cameras  + 8 more,3.7,251.0,Good,delhi
557,Capital O 7845 Hotel Orchid Garden,"Near Sarai Rohilla Station, Delhi·       4.7 km",6839.0,1915.0,72.0, Elevator  Free Wi-Fi  Geyser  + 6 more,2.3,48.0,Fair,delhi
558,OYO Flagship 702812 Sukoon Inn Hotel,"jhoripur road, Delhi·       7.1 km",1659.0,465.0,71.0, Elevator  Geyser  Power backup  + 3 more,3.1,15.0,Fair,delhi
559,OYO 14687 Hotel Avtar,"Near New Delhi Railway Station, Delhi·       4.7 km",6781.0,2373.0,65.0, Power backup  Bedside Table / Desk  Full Sized Bed  + 33 more,3.3,23.0,Fair,delhi
560,OYO 27596 Hotel Parkash Dx,"Near New Delhi Railway Station, Ram Nagar, Delhi·       4.5 km",3047.0,853.0,72.0, Reception  Daily housekeeping  Power backup  + 7 more,3.6,256.0,Good,delhi
561,OYO 22154 Hotel Delhi Darbar,"Near Karol Bagh, WEA, Delhi·       5.5 km",3418.0,1199.0,64.0, Elevator  Free Wi-Fi  Geyser  + 9 more,3.1,663.0,Fair,delhi
562,OYO 87205 Hotel Sapan Plaza,"New Delhi, Delhi·       4.5 km",4137.0,1199.0,71.0, Reception  Ticket tour assistance  Free Wi-Fi  + 20 more,3.6,319.0,Good,delhi
563,OYO Flagship 701983 Madhuban Residency,"Sector 8, Delhi·       9.9 km",1685.0,472.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,3.4,11.0,Fair,delhi
564,OYO 80289 Hotel Neha Inn,"Paharganj, Delhi·       4.5 km",4094.0,1199.0,70.0, Doctor on call  Hair Dryer  Reception  + 17 more,3.2,66.0,Fair,delhi
565,SPOT ON 69054 Anchal Guest House,"Near New Delhi Railway Station, Delhi·       4.8 km",3485.0,999.0,71.0, TV  TV ,3.1,187.0,Fair,delhi
566,OYO 12519 Hotel Sun Palace,"Karol Bagh, Delhi·       4.9 km",5558.0,999.0,82.0, Free Wi-Fi  Power backup  Card payment  + 16 more,3.7,1131.0,Good,delhi
567,Capital O 91609 Hotel Sunberry,"Delhi, Delhi·       8.7 km",4489.0,649.0,85.0, Parking facility  Reception  Free Wi-Fi  + 11 more,2.4,97.0,Fair,delhi
